id,rawData,merchantAccountCode,pspReference,merchantReference,timestamp,eventDate,eventCode,success,reason,paymentMethod,originalReference
"139","{'eventCode': 'PROCESS_RETRY', 'merchantAccountCode': 'ColinRood', 'eventDate': '2017-11-17T00:45:52+01:00', 'merchantReference': 'PM authorise card', 'success': 'true', 'pspReference': '8515108758244175', 'originalReference': '8515108758304383', 'amount': {'value': 0, 'currency': 'EUR'}, 'reason': ''}","ColinRood","8515108758244175","PM authorise card","1510876018.5585","None","PROCESS_RETRY","True","","",""
"159","{'merchantAccountCode': 'ColinRood', 'eventCode': 'REFUND', 'paymentMethod': 'visa', 'eventDate': '2017-11-25T02:37:19+01:00', 'merchantReference': 'Bill recurring', 'success': 'true', 'pspReference': '8535115738380728', 'originalReference': '8535066315212232', 'amount': {'value': 2000, 'currency': 'EUR'}, 'reason': ''}","ColinRood","8535115738380728","Bill recurring","1511573880.39297","None","REFUND","True","","visa","8535066315212232"
"576","{'eventCode': 'PROCESS_RETRY', 'merchantAccountCode': 'ColinRood', 'eventDate': '2017-11-17T00:48:41+01:00', 'merchantReference': '', 'success': 'true', 'pspReference': '8515108759989810', 'originalReference': '8515108759848610', 'amount': {'value': 15, 'currency': 'EUR'}, 'reason': ''}","ColinRood","8515108759989810","","1510876181.80675","None","PROCESS_RETRY","True","","",""
"140","{'merchantAccountCode': 'ColinRood', 'eventCode': 'AUTHORISATION', 'paymentMethod': 'visa', 'eventDate': '2018-01-26T00:53:29+01:00', 'operations': ['CANCEL', 'CAPTURE', 'REFUND'], 'merchantReference': 'Create recurring', 'success': 'true', 'pspReference': '8825169244092771', 'additionalData': {'alias': 'H167852639363479', 'avsResult': '4 AVS not supported for this card type', 'fraudManualReview': 'false', 'cvcResult': '1 Matches', 'fraudCheck-25-CVCAuthResultCheck': '0', 'cardSummary': '1111', 'acquirerCode': 'TestPmmAcquirer', 'refusalReasonRaw': 'AUTHORISED', 'fraudCheck-2-CardChunkUsage': '8', 'recurring.shopperReference': 'recur120417', 'fraudCheck-10-HolderNameContainsNumber': '0', 'fraudCheck-41-PaymentDetailNonFraudRefCheck': '50', 'acquirerReference': '7F5HL2O9LMS', 'fraudCheck-11-HolderNameIsOneWord': '0', 'expiryDate': '08/2018', 'authCode': '44379', 'fraudCheck-3-PaymentDetailUsage': '5', 'aliasType': 'Default', 'fraudCheck-1-PaymentDetailRefCheck': '0', 'fraudResultType': 'GREEN', 'totalFraudScore': '63', 'fraudCheck-4-HolderNameUsage': '0', 'cvcResultRaw': '1', 'fraudCheck-13-IssuerRefCheck': '0', 'recurring.recurringDetailReference': '8315124132926769', 'fraudCheck-15-IssuingCountryReferral': '0', 'avsResultRaw': '4', 'fraudCheck-27-PmOwnerRefCheck': '0'}, 'amount': {'value': 0, 'currency': 'EUR'}, 'reason': '44379:1111:08/2018'}","ColinRood","8825169244092771","Create recurring","1516924411.48514","None","AUTHORISATION","True","44379:1111:08/2018","visa",""
"141","{'eventCode': 'REPORT_AVAILABLE', 'merchantAccountCode': 'ColinRood', 'eventDate': '2017-12-28T07:01:06+01:00', 'merchantReference': '', 'success': 'true', 'pspReference': 'received_payments_report_2017_12_27.csv', 'amount': {'value': 0, 'currency': 'EUR'}, 'reason': 'https://ca-test.adyen.com/reports/download/MerchantAccount/ColinRood/received_payments_report_2017_12_27.csv'}","ColinRood","received_payments_report_2017_12_27.csv","","1514441794.32635","None","REPORT_AVAILABLE","True","https://ca-test.adyen.com/reports/download/MerchantAccount/ColinRood/received_payments_report_2017_12_27.csv","",""
"142","{'merchantAccountCode': 'ColinRood', 'eventCode': 'AUTHORISATION', 'paymentMethod': 'unknowncard', 'eventDate': '2018-02-20T23:56:43+01:00', 'merchantReference': 'Test payment', 'success': 'false', 'pspReference': '8815191674000670', 'additionalData': {'cardSummary': '1111', 'cardIssuingCountry': 'NL', 'cardBin': '411111', 'cardPaymentMethod': 'unknowncard', 'expiryDate': '08/2018'}, 'amount': {'value': 1500, 'currency': 'EUR'}, 'reason': '010 Not allowed'}","ColinRood","8815191674000670","Test payment","1519167411.23144","None","AUTHORISATION","False","010 Not allowed","unknowncard",""
"143","{'merchantAccountCode': 'ColinRood', 'eventCode': 'AUTHORISATION', 'paymentMethod': 'cup', 'eventDate': '2018-03-09T00:36:51+01:00', 'merchantReference': 'PM authorise card', 'success': 'false', 'pspReference': '8815205522119266', 'additionalData': {'alias': 'M380406569727685', 'paymentMethod': 'cup', 'cardBin': '625094', 'cardPaymentMethod': 'cupcredit', 'cardIssuingCountry': 'CN', 'aliasType': 'Default', 'cardSummary': '0014', 'cardIssuingBank': 'China Merchants Bank', 'expiryDate': '08/2018'}, 'amount': {'value': 1500, 'currency': 'EUR'}, 'reason': 'Refused'}","ColinRood","8815205522119266","PM authorise card","1520552211.8164","None","AUTHORISATION","False","Refused","cup",""
"144","{'eventCode': 'REPORT_AVAILABLE', 'merchantAccountCode': 'ColinRood', 'eventDate': '2017-12-16T07:01:02+01:00', 'merchantReference': '', 'success': 'true', 'pspReference': 'received_payments_report_2017_12_15.csv', 'amount': {'value': 0, 'currency': 'EUR'}, 'reason': 'https://ca-test.adyen.com/reports/download/MerchantAccount/ColinRood/received_payments_report_2017_12_15.csv'}","ColinRood","received_payments_report_2017_12_15.csv","","1513404998.69177","None","REPORT_AVAILABLE","True","https://ca-test.adyen.com/reports/download/MerchantAccount/ColinRood/received_payments_report_2017_12_15.csv","",""
"145","{'merchantAccountCode': 'ColinRood', 'eventCode': 'AUTHORISATION', 'paymentMethod': 'ideal', 'eventDate': '2018-02-01T22:19:40+01:00', 'operations': ['REFUND'], 'merchantReference': 'Localhost checkout', 'success': 'true', 'pspReference': '8815175199145953', 'additionalData': {'totalFraudScore': '0'}, 'amount': {'value': 199, 'currency': 'EUR'}, 'reason': ''}","ColinRood","8815175199145953","Localhost checkout","1517519981.28967","None","AUTHORISATION","True","","ideal",""
"146","{'merchantAccountCode': 'ColinRood', 'eventCode': 'AUTHORISATION', 'paymentMethod': 'visa', 'eventDate': '2017-12-19T20:33:06+01:00', 'operations': ['CANCEL', 'CAPTURE', 'REFUND'], 'merchantReference': 'Create recurring', 'success': 'true', 'pspReference': '8825137119862743', 'additionalData': {'avsResult': '4 AVS not supported for this card type', 'expiryDate': '08/2018', 'authCode': '43779', 'cvcResult': '1 Matches', 'aliasType': 'Default', 'refusalReasonRaw': 'AUTHORISED', 'cvcResultRaw': '1', 'cardSummary': '1111', 'acquirerCode': 'TestPmmAcquirer', 'alias': 'H167852639363479', 'avsResultRaw': '4', 'acquirerReference': '7F5GN5C83KM'}, 'amount': {'value': 0, 'currency': 'EUR'}, 'reason': '43779:1111:08/2018'}","ColinRood","8825137119862743","Create recurring","1513711988.00923","None","AUTHORISATION","True","43779:1111:08/2018","visa",""
"147","{'merchantAccountCode': 'ColinRood', 'eventCode': 'RECURRING_CONTRACT', 'paymentMethod': 'visa', 'eventDate': '2017-10-30T19:03:25+01:00', 'merchantReference': 'Create recurring', 'originalReference': '8525093865949346', 'success': 'true', 'pspReference': '8315093865944135', 'additionalData': {'shopperReference': 'recur10032017b'}, 'amount': {'value': 0, 'currency': 'EUR'}, 'reason': ''}","ColinRood","8315093865944135","Create recurring","1509581868.36472","None","RECURRING_CONTRACT","True","","visa",""
"148","{'merchantAccountCode': 'ColinRood', 'eventCode': 'AUTHORISATION', 'paymentMethod': 'visa', 'eventDate': '2018-01-11T09:35:17+01:00', 'operations': ['CANCEL', 'CAPTURE', 'REFUND'], 'merchantReference': 'PM bill recurring', 'success': 'true', 'pspReference': '8535156597170503', 'additionalData': {'avsResult': '4 AVS not supported for this card type', 'expiryDate': '08/2018', 'authCode': '55558', 'cvcResult': '3 Not checked', 'aliasType': 'Default', 'refusalReasonRaw': 'AUTHORISED', 'cvcResultRaw': '3', 'cardSummary': '1111', 'acquirerCode': 'TestPmmAcquirer', 'alias': 'H167852639363479', 'avsResultRaw': '4', 'acquirerReference': '7F5H99R8NPC'}, 'amount': {'value': 2000, 'currency': 'EUR'}, 'reason': '55558:1111:08/2018'}","ColinRood","8535156597170503","PM bill recurring","1515660798.84807","None","AUTHORISATION","True","55558:1111:08/2018","visa",""
"157","{'merchantAccountCode': 'ColinRood', 'eventCode': 'AUTHORISATION', 'paymentMethod': 'visa', 'eventDate': '2018-01-11T09:35:17+01:00', 'operations': ['CANCEL', 'CAPTURE', 'REFUND'], 'merchantReference': 'PM bill recurring', 'success': 'true', 'pspReference': '8535156597170503', 'additionalData': {'avsResult': '4 AVS not supported for this card type', 'expiryDate': '08/2018', 'authCode': '55558', 'cvcResult': '3 Not checked', 'aliasType': 'Default', 'refusalReasonRaw': 'AUTHORISED', 'cvcResultRaw': '3', 'cardSummary': '1111', 'acquirerCode': 'TestPmmAcquirer', 'alias': 'H167852639363479', 'avsResultRaw': '4', 'acquirerReference': '7F5H99R8NPC'}, 'amount': {'value': 2000, 'currency': 'EUR'}, 'reason': '55558:1111:08/2018'}","ColinRood","8535156597170503","PM bill recurring","1516095798.31788","None","AUTHORISATION","True","55558:1111:08/2018","visa",""
"149","{'merchantAccountCode': 'ColinRood', 'eventCode': 'AUTHORISATION', 'paymentMethod': 'visa', 'eventDate': '2018-01-31T21:39:19+01:00', 'operations': ['CANCEL', 'CAPTURE', 'REFUND'], 'merchantReference': 'localhostHPP', 'success': 'true', 'pspReference': '8825174311599971', 'additionalData': {'alias': 'H167852639363479', 'avsResult': '4 AVS not supported for this card type', 'fraudManualReview': 'false', 'fraudCheck-7-ShopperIpUsage': '0', 'fraudCheck-28-AnonymousProxyCheck': '0', 'cvcResult': '1 Matches', 'fraudCheck-6-ShopperIpRefCheck': '-1', 'fraudCheck-25-CVCAuthResultCheck': '0', 'fraudCheck-9-ShopperIpIssuingCountry': '10', 'acquirerCode': 'TestPmmAcquirer', 'refusalReasonRaw': 'AUTHORISED', 'fraudCheck-2-CardChunkUsage': '0', 'fraudCheck-5-IPCountryReferral': '0', 'fraudCheck-10-HolderNameContainsNumber': '0', 'fraudCheck-41-PaymentDetailNonFraudRefCheck': '50', 'fraudResultType': 'GREEN', 'acquirerReference': '7CAJDHHD3IS', 'fraudCheck-11-HolderNameIsOneWord': '1', 'expiryDate': '08/2018', 'authCode': '54482', 'fraudCheck-3-PaymentDetailUsage': '0', 'paymentMethod': 'visa', 'aliasType': 'Default', 'fraudCheck-1-PaymentDetailRefCheck': '0', 'cardSummary': '1111', 'totalFraudScore': '60', 'fraudCheck-4-HolderNameUsage': '0', 'cvcResultRaw': '1', 'fraudCheck-13-IssuerRefCheck': '0', 'fraudCheck-15-IssuingCountryReferral': '0', 'avsResultRaw': '4', 'fraudCheck-27-PmOwnerRefCheck': '0'}, 'amount': {'value': 1499, 'currency': 'USD'}, 'reason': '54482:1111:08/2018'}","ColinRood","8825174311599971","localhostHPP","1517431159.92457","None","AUTHORISATION","True","54482:1111:08/2018","visa",""
"150","{'merchantAccountCode': 'ColinRood', 'eventCode': 'RECURRING_CONTRACT', 'paymentMethod': 'visa', 'eventDate': '2017-12-05T18:40:18+01:00', 'merchantReference': 'Create recurring', 'originalReference': '8825124956106798', 'success': 'true', 'pspReference': '8315124132926769', 'additionalData': {'shopperReference': 'recur120417'}, 'amount': {'value': 0, 'currency': 'EUR'}, 'reason': ''}","ColinRood","8315124132926769","Create recurring","1512495640.26803","None","RECURRING_CONTRACT","True","","visa","8825124956106798"
"151","{'eventCode': 'REPORT_AVAILABLE', 'merchantAccountCode': 'ColinRood', 'eventDate': '2018-01-24T04:27:40+01:00', 'merchantReference': '', 'success': 'true', 'pspReference': 'settlement_detail_report_batch_24_20180124.csv', 'amount': {'value': 0, 'currency': 'EUR'}, 'reason': 'https://ca-test.adyen.com/reports/download/MerchantAccount/ColinRood/settlement_detail_report_batch_24_20180124.csv'}","ColinRood","settlement_detail_report_batch_24_20180124.csv","","1516765380.79251","None","REPORT_AVAILABLE","True","https://ca-test.adyen.com/reports/download/MerchantAccount/ColinRood/settlement_detail_report_batch_24_20180124.csv","",""
"152","{'merchantAccountCode': 'ColinRood', 'eventCode': 'AUTHORISATION', 'paymentMethod': 'visa', 'eventDate': '2018-02-05T22:45:46+01:00', 'operations': ['CANCEL', 'CAPTURE', 'REFUND'], 'merchantReference': 'Create recurring', 'success': 'true', 'pspReference': '8825178671466952', 'additionalData': {'alias': 'H167852639363479', 'avsResult': '4 AVS not supported for this card type', 'fraudManualReview': 'false', 'cvcResult': '1 Matches', 'fraudCheck-25-CVCAuthResultCheck': '0', 'cardSummary': '1111', 'acquirerCode': 'TestPmmAcquirer', 'refusalReasonRaw': 'AUTHORISED', 'fraudCheck-2-CardChunkUsage': '0', 'recurring.shopperReference': 'recur120417', 'fraudCheck-10-HolderNameContainsNumber': '0', 'fraudCheck-41-PaymentDetailNonFraudRefCheck': '50', 'acquirerReference': '7F5HTRMUJ87', 'fraudCheck-11-HolderNameIsOneWord': '0', 'expiryDate': '08/2018', 'authCode': '9072', 'fraudCheck-3-PaymentDetailUsage': '0', 'aliasType': 'Default', 'fraudCheck-1-PaymentDetailRefCheck': '0', 'fraudResultType': 'GREEN', 'totalFraudScore': '50', 'fraudCheck-4-HolderNameUsage': '0', 'cvcResultRaw': '1', 'fraudCheck-13-IssuerRefCheck': '0', 'recurring.recurringDetailReference': '8315124132926769', 'fraudCheck-15-IssuingCountryReferral': '0', 'avsResultRaw': '4', 'fraudCheck-27-PmOwnerRefCheck': '0'}, 'amount': {'value': 0, 'currency': 'EUR'}, 'reason': '9072:1111:08/2018'}","ColinRood","8825178671466952","Create recurring","1517867148.70674","None","AUTHORISATION","True","9072:1111:08/2018","visa",""
"153","{'merchantAccountCode': 'ColinRood', 'eventCode': 'RECURRING_CONTRACT', 'paymentMethod': 'visa', 'eventDate': '2018-01-02T22:01:38+01:00', 'merchantReference': 'Localhost checkout', 'originalReference': '8835149268845203', 'success': 'true', 'pspReference': '8315101678446618', 'additionalData': {'shopperReference': 'localhostCheckout1'}, 'amount': {'value': 199, 'currency': 'USD'}, 'reason': ''}","ColinRood","8315101678446618","Localhost checkout","1514926928.73562","None","RECURRING_CONTRACT","True","","visa","8835149268845203"
"154","{'eventCode': 'REPORT_AVAILABLE', 'merchantAccountCode': 'ColinRood', 'eventDate': '2018-01-10T07:01:00+01:00', 'merchantReference': '', 'success': 'true', 'pspReference': 'received_payments_report_2018_01_09.csv', 'amount': {'value': 0, 'currency': 'EUR'}, 'reason': 'https://ca-test.adyen.com/reports/download/MerchantAccount/ColinRood/received_payments_report_2018_01_09.csv'}","ColinRood","received_payments_report_2018_01_09.csv","","1516103177.59074","None","REPORT_AVAILABLE","True","https://ca-test.adyen.com/reports/download/MerchantAccount/ColinRood/received_payments_report_2018_01_09.csv","",""
"155","{'merchantAccountCode': 'ColinRood', 'eventCode': 'AUTHORISATION', 'paymentMethod': 'visa', 'eventDate': '2018-01-12T16:16:44+01:00', 'operations': ['CANCEL', 'CAPTURE', 'REFUND'], 'merchantReference': 'Create recurring', 'success': 'true', 'pspReference': '8825157702040754', 'additionalData': {'avsResult': '4 AVS not supported for this card type', 'expiryDate': '08/2018', 'authCode': '48595', 'cvcResult': '1 Matches', 'aliasType': 'Default', 'refusalReasonRaw': 'AUTHORISED', 'cvcResultRaw': '1', 'cardSummary': '1111', 'acquirerCode': 'TestPmmAcquirer', 'alias': 'H167852639363479', 'avsResultRaw': '4', 'acquirerReference': '7F5HAAOU911'}, 'amount': {'value': 0, 'currency': 'EUR'}, 'reason': '48595:1111:08/2018'}","ColinRood","8825157702040754","Create recurring","1515972140.87023","None","AUTHORISATION","True","48595:1111:08/2018","visa",""
"156","{'merchantAccountCode': 'ColinRood', 'eventCode': 'AUTHORISATION', 'paymentMethod': 'visa', 'eventDate': '2018-02-20T23:59:17+01:00', 'operations': ['CANCEL', 'CAPTURE', 'REFUND'], 'merchantReference': 'Test payment', 'success': 'true', 'pspReference': '8835191675572202', 'additionalData': {'fraudCheck-25-CVCAuthResultCheck': '0', 'fraudManualReview': 'false', 'fraudResultType': 'GREEN', 'fraudCheck-2-CardChunkUsage': '0', 'cardPaymentMethod': 'visa', 'fraudCheck-10-HolderNameContainsNumber': '0', 'fraudCheck-41-PaymentDetailNonFraudRefCheck': '0', 'fraudCheck-11-HolderNameIsOneWord': '0', 'expiryDate': '08/2018', 'authCode': '56228', 'fraudCheck-3-PaymentDetailUsage': '0', 'aliasType': 'Default', 'fraudCheck-1-PaymentDetailRefCheck': '0', 'cardSummary': '1111', 'totalFraudScore': '0', 'fraudCheck-4-HolderNameUsage': '0', 'alias': 'H167852639363479', 'fraudCheck-13-IssuerRefCheck': '0', 'cardBin': '411111', 'cardIssuingCountry': 'NL', 'fraudCheck-15-IssuingCountryReferral': '0', 'fraudCheck-27-PmOwnerRefCheck': '0'}, 'amount': {'value': 1500, 'currency': 'EUR'}, 'reason': '56228:1111:08/2018'}","ColinRood","8835191675572202","Test payment","1519167557.63804","None","AUTHORISATION","True","56228:1111:08/2018","visa",""
"160","{'merchantAccountCode': 'ColinRood', 'eventCode': 'AUTHORISATION', 'paymentMethod': 'unknowncard', 'eventDate': '2018-01-24T01:14:03+01:00', 'merchantReference': 'PM authorise card', 'success': 'false', 'pspReference': '8515167528304222', 'additionalData': {'expiryDate': '08/2018', 'cardSummary': '4305'}, 'amount': {'value': 1500, 'currency': 'EUR'}, 'reason': '010 Not allowed'}","ColinRood","8515167528304222","PM authorise card","1516752865.53364","None","AUTHORISATION","False","010 Not allowed","unknowncard",""
"161","{'eventCode': 'REPORT_AVAILABLE', 'merchantAccountCode': 'ColinRood', 'eventDate': '2017-12-10T07:00:57+01:00', 'merchantReference': '', 'success': 'true', 'pspReference': 'received_payments_report_2017_12_09.csv', 'amount': {'value': 0, 'currency': 'EUR'}, 'reason': 'https://ca-test.adyen.com/reports/download/MerchantAccount/ColinRood/received_payments_report_2017_12_09.csv'}","ColinRood","received_payments_report_2017_12_09.csv","","1512886563.7659","None","REPORT_AVAILABLE","True","https://ca-test.adyen.com/reports/download/MerchantAccount/ColinRood/received_payments_report_2017_12_09.csv","",""
"162","{'merchantAccountCode': 'ColinRood', 'eventCode': 'AUTHORISATION', 'paymentMethod': 'mc', 'eventDate': '2018-01-19T14:42:23+01:00', 'operations': ['CANCEL', 'CAPTURE', 'REFUND'], 'merchantReference': 'PM authorise card', 'success': 'true', 'pspReference': '8815163693437506', 'additionalData': {'avsResult': '2 Neither postal code nor address match', 'expiryDate': '08/2018', 'authCode': '49850', 'cvcResult': '1 Matches', 'aliasType': 'Default', 'refusalReasonRaw': 'AUTHORISED', 'cardSummary': '0010', 'cvcResultRaw': '1', 'acquirerCode': 'TestPmmAcquirer', 'alias': 'M148918185403968', 'paymentMethod': 'mc', 'avsResultRaw': '2', 'acquirerReference': '7F5HFTAP55O'}, 'amount': {'value': 1500, 'currency': 'EUR'}, 'reason': '49850:0010:08/2018'}","ColinRood","8815163693437506","PM authorise card","1516369343.98168","None","AUTHORISATION","True","49850:0010:08/2018","mc",""
"163","{'eventCode': 'REPORT_AVAILABLE', 'merchantAccountCode': 'ColinRood', 'eventDate': '2018-02-05T23:13:58+01:00', 'merchantReference': '', 'success': 'true', 'pspReference': 'received_payments_report_2018_01_31.csv', 'amount': {'value': 0, 'currency': 'EUR'}, 'reason': 'https://ca-test.adyen.com/reports/download/MerchantAccount/ColinRood/received_payments_report_2018_01_31.csv'}","ColinRood","received_payments_report_2018_01_31.csv","","1517869745.16864","None","REPORT_AVAILABLE","True","https://ca-test.adyen.com/reports/download/MerchantAccount/ColinRood/received_payments_report_2018_01_31.csv","",""
"164","{'merchantAccountCode': 'ColinRood', 'eventCode': 'AUTHORISATION', 'paymentMethod': 'mc', 'eventDate': '2018-02-07T20:09:35+01:00', 'operations': ['CANCEL', 'CAPTURE', 'REFUND'], 'merchantReference': 'Localhost checkout', 'success': 'true', 'pspReference': '8835180305757697', 'additionalData': {'alias': 'M148918185403968', 'avsResult': '5 No AVS data provided', 'fraudManualReview': 'false', 'fraudCheck-7-ShopperIpUsage': '0', 'fraudCheck-28-AnonymousProxyCheck': '0', 'cvcResult': '1 Matches', 'fraudCheck-6-ShopperIpRefCheck': '-1', 'fraudCheck-25-CVCAuthResultCheck': '0', 'fraudCheck-9-ShopperIpIssuingCountry': '10', 'acquirerCode': 'TestPmmAcquirer', 'refusalReasonRaw': 'AUTHORISED', 'fraudCheck-2-CardChunkUsage': '0', 'fraudCheck-5-IPCountryReferral': '0', 'recurring.shopperReference': 'localhostCheckout1', 'fraudCheck-10-HolderNameContainsNumber': '0', 'fraudCheck-41-PaymentDetailNonFraudRefCheck': '0', 'fraudResultType': 'GREEN', 'acquirerReference': '7F5HVCDGRTT', 'fraudCheck-11-HolderNameIsOneWord': '0', 'expiryDate': '08/2018', 'authCode': '9574', 'fraudCheck-3-PaymentDetailUsage': '0', 'paymentMethod': 'mc', 'aliasType': 'Default', 'fraudCheck-1-PaymentDetailRefCheck': '0', 'cardSummary': '0010', 'totalFraudScore': '9', 'fraudCheck-4-HolderNameUsage': '0', 'cvcResultRaw': '1', 'fraudCheck-13-IssuerRefCheck': '0', 'recurring.recurringDetailReference': '8415180305756309', 'fraudCheck-15-IssuingCountryReferral': '0', 'avsResultRaw': '5', 'fraudCheck-27-PmOwnerRefCheck': '0'}, 'amount': {'value': 0, 'currency': 'USD'}, 'reason': '9574:0010:08/2018'}","ColinRood","8835180305757697","Localhost checkout","1518030577.73994","None","AUTHORISATION","True","9574:0010:08/2018","mc",""
"165","{'merchantAccountCode': 'ColinRood', 'eventCode': 'RECURRING_CONTRACT', 'paymentMethod': 'visa', 'eventDate': '2018-01-12T15:39:05+01:00', 'merchantReference': 'Localhost Secured Fields', 'originalReference': '8515157679372599', 'success': 'true', 'pspReference': '8415157668150973', 'additionalData': {'shopperReference': 'Shopper1'}, 'amount': {'value': 1500, 'currency': 'USD'}, 'reason': ''}","ColinRood","8415157668150973","Localhost Secured Fields","1516277520.10848","None","RECURRING_CONTRACT","True","","visa","8515157679372599"
"166","{'eventCode': 'REPORT_AVAILABLE', 'merchantAccountCode': 'ColinRood', 'eventDate': '2018-01-13T03:27:51+01:00', 'merchantReference': '', 'success': 'true', 'pspReference': 'settlement_detail_report_batch_21_20180113.csv', 'amount': {'value': 0, 'currency': 'EUR'}, 'reason': 'https://ca-test.adyen.com/reports/download/MerchantAccount/ColinRood/settlement_detail_report_batch_21_20180113.csv'}","ColinRood","settlement_detail_report_batch_21_20180113.csv","","1516277520.29756","None","REPORT_AVAILABLE","True","https://ca-test.adyen.com/reports/download/MerchantAccount/ColinRood/settlement_detail_report_batch_21_20180113.csv","",""
"167","{'eventCode': 'REPORT_AVAILABLE', 'merchantAccountCode': 'ColinRood', 'eventDate': '2018-01-13T07:01:08+01:00', 'merchantReference': '', 'success': 'true', 'pspReference': 'received_payments_report_2018_01_12.csv', 'amount': {'value': 0, 'currency': 'EUR'}, 'reason': 'https://ca-test.adyen.com/reports/download/MerchantAccount/ColinRood/received_payments_report_2018_01_12.csv'}","ColinRood","received_payments_report_2018_01_12.csv","","1516277520.49203","None","REPORT_AVAILABLE","True","https://ca-test.adyen.com/reports/download/MerchantAccount/ColinRood/received_payments_report_2018_01_12.csv","",""
"168","{'eventCode': 'REPORT_AVAILABLE', 'merchantAccountCode': 'ColinRood', 'eventDate': '2018-01-14T07:01:19+01:00', 'merchantReference': '', 'success': 'true', 'pspReference': 'received_payments_report_2018_01_13.csv', 'amount': {'value': 0, 'currency': 'EUR'}, 'reason': 'https://ca-test.adyen.com/reports/download/MerchantAccount/ColinRood/received_payments_report_2018_01_13.csv'}","ColinRood","received_payments_report_2018_01_13.csv","","1516277520.68421","None","REPORT_AVAILABLE","True","https://ca-test.adyen.com/reports/download/MerchantAccount/ColinRood/received_payments_report_2018_01_13.csv","",""
"169","{'eventCode': 'REPORT_AVAILABLE', 'merchantAccountCode': 'ColinRood', 'eventDate': '2018-01-15T07:01:00+01:00', 'merchantReference': '', 'success': 'true', 'pspReference': 'received_payments_report_2018_01_14.csv', 'amount': {'value': 0, 'currency': 'EUR'}, 'reason': 'https://ca-test.adyen.com/reports/download/MerchantAccount/ColinRood/received_payments_report_2018_01_14.csv'}","ColinRood","received_payments_report_2018_01_14.csv","","1516277520.87642","None","REPORT_AVAILABLE","True","https://ca-test.adyen.com/reports/download/MerchantAccount/ColinRood/received_payments_report_2018_01_14.csv","",""
"577","{'eventCode': 'PROCESS_RETRY', 'merchantAccountCode': 'ColinRood', 'eventDate': '2017-11-17T00:48:41+01:00', 'merchantReference': '', 'success': 'true', 'pspReference': '8515108759989885', 'originalReference': '8515108759848610', 'amount': {'value': 15, 'currency': 'EUR'}, 'reason': ''}","ColinRood","8515108759989885","","1510876181.99235","None","PROCESS_RETRY","True","","",""
"170","{'merchantAccountCode': 'ColinRood', 'eventCode': 'AUTHORISATION', 'paymentMethod': 'visa', 'eventDate': '2018-02-06T23:55:01+01:00', 'operations': ['CANCEL', 'CAPTURE', 'REFUND'], 'merchantReference': 'Localhost checkout', 'success': 'true', 'pspReference': '8535179577013840', 'additionalData': {'alias': 'H167852639363479', 'avsResult': '4 AVS not supported for this card type', 'fraudManualReview': 'false', 'fraudCheck-7-ShopperIpUsage': '0', 'fraudCheck-28-AnonymousProxyCheck': '0', 'cvcResult': '1 Matches', 'fraudCheck-6-ShopperIpRefCheck': '-1', 'fraudCheck-25-CVCAuthResultCheck': '0', 'cardSummary': '1111', 'fraudCheck-9-ShopperIpIssuingCountry': '10', 'acquirerCode': 'TestPmmAcquirer', 'refusalReasonRaw': 'AUTHORISED', 'fraudCheck-2-CardChunkUsage': '8', 'fraudCheck-5-IPCountryReferral': '0', 'fraudCheck-10-HolderNameContainsNumber': '0', 'fraudCheck-41-PaymentDetailNonFraudRefCheck': '50', 'acquirerReference': '7F5HUMMHI5J', 'fraudCheck-11-HolderNameIsOneWord': '0', 'expiryDate': '08/2018', 'authCode': '3783', 'fraudCheck-3-PaymentDetailUsage': '5', 'aliasType': 'Default', 'fraudCheck-1-PaymentDetailRefCheck': '0', 'fraudResultType': 'GREEN', 'totalFraudScore': '72', 'fraudCheck-4-HolderNameUsage': '0', 'cvcResultRaw': '1', 'fraudCheck-13-IssuerRefCheck': '0', 'fraudCheck-15-IssuingCountryReferral': '0', 'avsResultRaw': '4', 'fraudCheck-27-PmOwnerRefCheck': '0'}, 'amount': {'value': 199, 'currency': 'USD'}, 'reason': '3783:1111:08/2018'}","ColinRood","8535179577013840","Localhost checkout","1517957701.73887","None","AUTHORISATION","True","3783:1111:08/2018","visa",""
"171","{'merchantAccountCode': 'ColinRood', 'eventCode': 'AUTHORISATION', 'paymentMethod': 'unknowncard', 'eventDate': '2017-12-29T20:46:32+01:00', 'merchantReference': 'Localhost CSE', 'success': 'false', 'pspReference': '8815145767916895', 'additionalData': {'expiryDate': '00/0000', 'cardSummary': '0000'}, 'amount': {'value': 1500, 'currency': 'USD'}, 'reason': '101 Invalid card number'}","ColinRood","8815145767916895","Localhost CSE","1514576807.45257","None","AUTHORISATION","False","101 Invalid card number","unknowncard",""
